294.65
294.55
294.95
295.45
296.15
296.75
297.65
298.35
299.15
299.95
300.75
301.55
302.25
303.05
303.75
304.45
305.15
305.95
306.35
307.15
307.55
308.05
308.55
309.15
309.45
310.15
310.45
311.05
311.45
311.85
312.15
312.55
313.05
313.45
313.65
313.95
314.25
314.35
314.55
314.85
315.15
315.35
315.45
315.55
315.75
315.95
316.15
316.35
316.45
316.55
316.55
316.85
316.75
316.85
317.05
317.25
317.45
317.65
317.55
317.45
317.65
317.65
