Alpha,Beta,SumResidualSquare,Method
0.279,5.200000000000002E-10,6463.7786920278795,4thOrderRungeKutta
0.3,5.300000000000001E-10,5153.928512725383,4thOrderRungeKutta
0.329,5.400000000000001E-10,3877.284724500285,4thOrderRungeKutta
0.249,5.300000000000001E-10,8817.769027345865,4thOrderRungeKutta
0.32,5.500000000000001E-10,4162.918482503574,4thOrderRungeKutta
0.28,5.200000000000002E-10,6396.410039705502,4thOrderRungeKutta
0.339,5.400000000000001E-10,3554.715133686459,4thOrderRungeKutta
0.33,5.400000000000001E-10,3843.0278629886875,4thOrderRungeKutta
0.25,5.300000000000001E-10,8721.141694032322,4thOrderRungeKutta
0.34,5.400000000000001E-10,3524.8130585173158,4thOrderRungeKutta
0.259,5.6E-10,7609.397729912933,4thOrderRungeKutta
0.26,5.6E-10,7527.894736884798,4thOrderRungeKutta
0.34900000000000003,5.400000000000001E-10,3273.5802089314025,4thOrderRungeKutta
0.359,5.400000000000001E-10,3029.5285362541804,4thOrderRungeKutta
0.35000000000000003,5.400000000000001E-10,3247.573598321747,4thOrderRungeKutta
0.309,5.300000000000001E-10,4719.021313858579,4thOrderRungeKutta
0.28900000000000003,5.500000000000001E-10,5624.036694450613,4thOrderRungeKutta
0.36,5.400000000000001E-10,3007.0104975311356,4thOrderRungeKutta
0.20900000000000002,5.6E-10,13305.332406593372,4thOrderRungeKutta
0.31,5.300000000000001E-10,4673.741393959034,4thOrderRungeKutta
0.29000000000000004,5.500000000000001E-10,5567.283010172664,4thOrderRungeKutta
0.21000000000000002,5.6E-10,13152.918306056876,4thOrderRungeKutta
0.219,5.7E-10,11704.85528546087,4thOrderRungeKutta
0.269,5.6E-10,6838.4394305340675,4thOrderRungeKutta
0.23900000000000002,5.500000000000001E-10,9597.479662713742,4thOrderRungeKutta
0.299,5.400000000000001E-10,5146.116263046668,4thOrderRungeKutta
0.319,5.6E-10,4157.395128216109,4thOrderRungeKutta
0.279,5.300000000000001E-10,6385.612616317917,4thOrderRungeKutta
0.22,5.7E-10,11572.55298508447,4thOrderRungeKutta
0.27,5.6E-10,6766.516003033577,4thOrderRungeKutta
0.3,5.400000000000001E-10,5095.391603919217,4thOrderRungeKutta
0.32,5.6E-10,4119.456283264186,4thOrderRungeKutta
0.24000000000000002,5.500000000000001E-10,9491.26955846639,4thOrderRungeKutta
0.28,5.300000000000001E-10,6319.249995075243,4thOrderRungeKutta
0.259,5.7E-10,7514.285515745832,4thOrderRungeKutta
0.339,5.500000000000001E-10,3520.725967850091,4thOrderRungeKutta
0.249,5.400000000000001E-10,8704.39405530324,4thOrderRungeKutta
0.26,5.7E-10,7433.999285697612,4thOrderRungeKutta
0.34,5.500000000000001E-10,3491.2993641459293,4thOrderRungeKutta
0.25,5.400000000000001E-10,8609.221292059137,4thOrderRungeKutta
0.329,5.500000000000001E-10,3838.225538745077,4thOrderRungeKutta
0.33,5.500000000000001E-10,3804.502595079092,4thOrderRungeKutta
0.20900000000000002,5.7E-10,13123.531092270734,4thOrderRungeKutta
0.34900000000000003,5.500000000000001E-10,3244.108688757166,4thOrderRungeKutta
0.21000000000000002,5.7E-10,12973.488273026558,4thOrderRungeKutta
0.359,5.500000000000001E-10,3004.0875515658613,4thOrderRungeKutta
0.309,5.400000000000001E-10,4667.045390675178,4thOrderRungeKutta
0.28900000000000003,5.6E-10,5558.5018986395435,4thOrderRungeKutta
0.35000000000000003,5.500000000000001E-10,3218.5260530809087,4thOrderRungeKutta
0.36,5.500000000000001E-10,2981.9480264705094,4thOrderRungeKutta
0.31,5.400000000000001E-10,4622.451552645353,4thOrderRungeKutta
0.29000000000000004,5.6E-10,5502.596944606585,4thOrderRungeKutta
0.319,5.7E-10,4114.033537776484,4thOrderRungeKutta
0.269,5.7E-10,6754.824779853933,4thOrderRungeKutta
0.23700000000000002,3.300000000000001E-10,13225.684084727762,4thOrderRungeKutta
0.27,5.7E-10,6683.97300308369,4thOrderRungeKutta
0.32,5.7E-10,4076.6781662263656,4thOrderRungeKutta
0.23800000000000002,3.300000000000001E-10,13072.170790879181,4thOrderRungeKutta
0.299,5.500000000000001E-10,5087.719588716524,4thOrderRungeKutta
0.219,5.8E-10,11547.891158433997,4thOrderRungeKutta
0.3,5.500000000000001E-10,5037.757575504986,4thOrderRungeKutta
0.279,5.400000000000001E-10,6308.646541842024,4thOrderRungeKutta
0.259,5.8E-10,7420.635852273415,4thOrderRungeKutta
0.23900000000000002,5.6E-10,9472.460196327229,4thOrderRungeKutta
0.22,5.8E-10,11417.618290775465,4thOrderRungeKutta
0.28,5.400000000000001E-10,6243.2744334130875,4thOrderRungeKutta
0.24000000000000002,5.6E-10,9367.85517940027,4thOrderRungeKutta
0.26,5.8E-10,7341.547055633697,4thOrderRungeKutta
0.339,5.6E-10,3487.2889532134923,4thOrderRungeKutta
0.329,5.6E-10,3799.788804308004,4thOrderRungeKutta
0.33,5.6E-10,3766.5923221304774,4thOrderRungeKutta
0.249,5.500000000000001E-10,8592.780108122259,4thOrderRungeKutta
0.34,5.6E-10,3458.331286930492,4thOrderRungeKutta
0.25,5.500000000000001E-10,8499.03802438452,4thOrderRungeKutta
0.34900000000000003,5.6E-10,3215.127656937309,4thOrderRungeKutta
0.20900000000000002,5.8E-10,12944.664305478167,4thOrderRungeKutta
0.35000000000000003,5.6E-10,3189.963258082559,4thOrderRungeKutta
0.21000000000000002,5.8E-10,12796.950311538869,4thOrderRungeKutta
0.359,5.6E-10,2979.0828542853237,4thOrderRungeKutta
0.36,5.6E-10,2957.3167932821448,4thOrderRungeKutta
0.28900000000000003,5.7E-10,5493.973075096646,4thOrderRungeKutta
0.319,5.8E-10,4071.354284879661,4thOrderRungeKutta
0.309,5.500000000000001E-10,4615.876315570358,4thOrderRungeKutta
0.29000000000000004,5.7E-10,5438.904143374919,4thOrderRungeKutta
0.32,5.8E-10,4034.5741426378377,4thOrderRungeKutta
0.31,5.500000000000001E-10,4571.9586117986555,4thOrderRungeKutta
0.299,5.6E-10,5030.2232629212995,4thOrderRungeKutta
0.269,5.8E-10,6672.491758970301,4thOrderRungeKutta
0.329,5.7E-10,3761.9655502688183,4thOrderRungeKutta
0.3,5.6E-10,4981.012661867835,4thOrderRungeKutta
0.279,5.500000000000001E-10,6232.861297104376,4thOrderRungeKutta
0.27,5.8E-10,6602.694971548343,4thOrderRungeKutta
0.28,5.500000000000001E-10,6168.464472172712,4thOrderRungeKutta
0.33,5.7E-10,3729.2881957929535,4thOrderRungeKutta
0.219,5.899999999999999E-10,11393.420628836033,4thOrderRungeKutta
0.23900000000000002,5.7E-10,9349.392333489515,4thOrderRungeKutta
0.259,5.899999999999999E-10,7328.424641940437,4thOrderRungeKutta
0.22,5.899999999999999E-10,11265.14191754102,4thOrderRungeKutta
0.339,5.7E-10,3454.3962635397215,4thOrderRungeKutta
0.24000000000000002,5.7E-10,9246.365617304955,4thOrderRungeKutta
0.23700000000000002,3.400000000000001E-10,13042.60673183287,4thOrderRungeKutta
0.34,5.7E-10,3425.901105749136,4thOrderRungeKutta
0.26,5.899999999999999E-10,7250.51432178238,4thOrderRungeKutta
0.249,5.6E-10,8482.8971512477,4thOrderRungeKutta
0.23800000000000002,3.400000000000001E-10,12891.528340189543,4thOrderRungeKutta
0.25,5.6E-10,8390.562335362987,4thOrderRungeKutta
0.34900000000000003,5.7E-10,3186.630270080634,4thOrderRungeKutta
0.359,5.7E-10,2954.5084471746236,4thOrderRungeKutta
0.35000000000000003,5.7E-10,3161.8784603269123,4thOrderRungeKutta
0.36,5.7E-10,2933.1108786625446,4thOrderRungeKutta
0.20900000000000002,5.899999999999999E-10,12768.677268567071,4thOrderRungeKutta
0.319,5.899999999999999E-10,4029.347415236137,4thOrderRungeKutta
0.21000000000000002,5.899999999999999E-10,12623.250582126702,4thOrderRungeKutta
0.32,5.899999999999999E-10,3993.1343958287935,4thOrderRungeKutta
0.28900000000000003,5.8E-10,5430.434639159587,4thOrderRungeKutta
0.309,5.6E-10,4565.501999788054,4thOrderRungeKutta
0.29000000000000004,5.8E-10,5376.189250031635,4thOrderRungeKutta
0.329,5.8E-10,3724.7469576541835,4thOrderRungeKutta
0.31,5.6E-10,4522.250654304031,4thOrderRungeKutta
0.33,5.8E-10,3692.581517252817,4thOrderRungeKutta
0.269,5.899999999999999E-10,6591.419719426177,4thOrderRungeKutta
0.299,5.7E-10,4973.613572702606,4thOrderRungeKutta
0.279,5.6E-10,6158.238079547269,4thOrderRungeKutta
0.27,5.899999999999999E-10,6522.661573091361,4thOrderRungeKutta
0.3,5.7E-10,4925.143347760767,4thOrderRungeKutta
0.28,5.6E-10,6094.801591251424,4thOrderRungeKutta
0.219,5.999999999999999E-10,11241.398563815583,4thOrderRungeKutta
0.23900000000000002,5.8E-10,9228.242226891842,4thOrderRungeKutta
0.22,5.999999999999999E-10,11115.079486580784,4thOrderRungeKutta
0.249,5.7E-10,8374.715773712156,4thOrderRungeKutta
0.24000000000000002,5.8E-10,9126.767571690256,4thOrderRungeKutta
0.259,5.999999999999999E-10,7237.62826791694,4thOrderRungeKutta
0.25,5.7E-10,8283.765281301658,4thOrderRungeKutta
0.339,5.8E-10,3422.0402022550743,4thOrderRungeKutta
0.359,5.8E-10,2930.358428232589,4thOrderRungeKutta
0.26,5.999999999999999E-10,7160.877831270319,4thOrderRungeKutta
0.34900000000000003,5.8E-10,3158.6097957648053,4thOrderRungeKutta
0.34,5.8E-10,3394.00122712372,4thOrderRungeKutta
0.36,5.8E-10,2909.32445711398,4thOrderRungeKutta
0.35000000000000003,5.8E-10,3134.265016085133,4thOrderRungeKutta
0.319,5.999999999999999E-10,3988.0031458497497,4thOrderRungeKutta
0.32,5.999999999999999E-10,3952.349277671354,4thOrderRungeKutta
0.20900000000000002,5.999999999999999E-10,12595.51646179196,4thOrderRungeKutta
0.309,5.7E-10,4515.91056973788,4thOrderRungeKutta
0.21000000000000002,5.999999999999999E-10,12452.336478010688,4thOrderRungeKutta
0.28900000000000003,5.899999999999999E-10,5367.871295198436,4thOrderRungeKutta
0.31,5.7E-10,4473.315974656108,4thOrderRungeKutta
0.329,5.899999999999999E-10,3688.1243563680173,4thOrderRungeKutta
0.29000000000000004,5.899999999999999E-10,5314.4371922263235,4thOrderRungeKutta
0.33,5.899999999999999E-10,3656.4637342184046,4thOrderRungeKutta
0.269,5.999999999999999E-10,6511.588414025205,4thOrderRungeKutta
0.299,5.8E-10,4917.877054196635,4thOrderRungeKutta
0.27,5.999999999999999E-10,6443.852866533646,4thOrderRungeKutta
0.23900000000000002,5.899999999999999E-10,9108.976745373922,4thOrderRungeKutta
0.279,5.7E-10,6084.758447014515,4thOrderRungeKutta
0.23700000000000002,3.5000000000000014E-10,12862.541141302132,4thOrderRungeKutta
0.3,5.8E-10,4870.1363628461295,4thOrderRungeKutta
0.24000000000000002,5.899999999999999E-10,9009.02844467712,4thOrderRungeKutta
0.28,5.7E-10,6022.2676246249775,4thOrderRungeKutta
0.23800000000000002,3.5000000000000014E-10,12713.852886893665,4thOrderRungeKutta
0.219,6.099999999999999E-10,11091.780832068507,4thOrderRungeKutta
0.359,5.899999999999999E-10,2906.626988900463,4thOrderRungeKutta
0.249,5.8E-10,8268.207172507358,4thOrderRungeKutta
0.259,6.099999999999999E-10,7148.22358254643,4thOrderRungeKutta
0.22,6.099999999999999E-10,10967.38760106381,4thOrderRungeKutta
0.36,5.899999999999999E-10,2885.951795181676,4thOrderRungeKutta
0.25,5.8E-10,8178.618515169266,4thOrderRungeKutta
0.26,6.099999999999999E-10,7072.61479195339,4thOrderRungeKutta
0.319,6.099999999999999E-10,3947.3118614992227,4thOrderRungeKutta
0.339,5.899999999999999E-10,3390.213199890249,4thOrderRungeKutta
0.34900000000000003,5.899999999999999E-10,3131.0596103973194,4thOrderRungeKutta
0.34,5.899999999999999E-10,3362.6241827063523,4thOrderRungeKutta
0.32,6.099999999999999E-10,3912.2093051248276,4thOrderRungeKutta
0.35000000000000003,5.899999999999999E-10,3107.1163887991297,4thOrderRungeKutta
0.28900000000000003,5.999999999999999E-10,5306.2680301817645,4thOrderRungeKutta
0.309,5.8E-10,4467.090362410442,4thOrderRungeKutta
0.329,5.999999999999999E-10,3652.089222195105,4thOrderRungeKutta
0.29000000000000004,5.999999999999999E-10,5253.633175398914,4thOrderRungeKutta
0.20900000000000002,6.099999999999999E-10,12425.129588345779,4thOrderRungeKutta
0.31,5.8E-10,4425.1430744593445,4thOrderRungeKutta
0.33,5.999999999999999E-10,3620.926437978232,4thOrderRungeKutta
0.269,6.099999999999999E-10,6432.977987453515,4thOrderRungeKutta
0.21000000000000002,6.099999999999999E-10,12284.156590939494,4thOrderRungeKutta
0.27,6.099999999999999E-10,6366.249295662891,4thOrderRungeKutta
0.299,5.899999999999999E-10,4863.000487210474,4thOrderRungeKutta
0.23900000000000002,5.999999999999999E-10,8991.563455627796,4thOrderRungeKutta
0.3,5.899999999999999E-10,4815.978676376613,4thOrderRungeKutta
0.279,5.8E-10,6012.404309442305,4thOrderRungeKutta
0.24000000000000002,5.999999999999999E-10,8893.11632310065,4thOrderRungeKutta
0.219,6.199999999999998E-10,10944.524276964767,4thOrderRungeKutta
0.359,5.999999999999999E-10,2883.308412308683,4thOrderRungeKutta
0.28,5.8E-10,5950.8447522070255,4thOrderRungeKutta
0.249,5.899999999999999E-10,8163.343137426241,4thOrderRungeKutta
0.22,6.199999999999998E-10,10822.023819858312,4thOrderRungeKutta
0.36,5.999999999999999E-10,2862.9872497292986,4thOrderRungeKutta
0.259,6.199999999999998E-10,7060.187896125555,4thOrderRungeKutta
0.25,5.899999999999999E-10,8075.0942717605285,4thOrderRungeKutta
0.34900000000000003,5.999999999999999E-10,3103.9731971250103,4thOrderRungeKutta
0.35000000000000003,5.999999999999999E-10,3080.4261470273946,4thOrderRungeKutta
0.26,6.199999999999998E-10,6985.702861425382,4thOrderRungeKutta
0.339,5.999999999999999E-10,3358.9078115819834,4thOrderRungeKutta
0.319,6.199999999999998E-10,3907.264111302493,4thOrderRungeKutta
0.34,5.999999999999999E-10,3331.7626268265426,4thOrderRungeKutta
0.32,6.199999999999998E-10,3872.7051568647594,4thOrderRungeKutta
0.28900000000000003,6.099999999999999E-10,5245.610107413291,4thOrderRungeKutta
0.329,6.099999999999999E-10,3616.6331738738045,4thOrderRungeKutta
0.309,5.899999999999999E-10,4419.029920908949,4thOrderRungeKutta
0.20900000000000002,6.199999999999998E-10,12257.465540545387,4thOrderRungeKutta
0.29000000000000004,6.099999999999999E-10,5193.762676636968,4thOrderRungeKutta
0.31,5.899999999999999E-10,4377.720658045389,4thOrderRungeKutta
0.33,6.099999999999999E-10,3585.9613605280897,4thOrderRungeKutta
0.21000000000000002,6.199999999999998E-10,12118.660678152964,4thOrderRungeKutta
0.23700000000000002,3.6000000000000015E-10,12685.429633575433,4thOrderRungeKutta
0.269,6.199999999999998E-10,6355.568967157855,4thOrderRungeKutta
0.23800000000000002,3.6000000000000015E-10,12539.087773268497,4thOrderRungeKutta
0.27,6.199999999999998E-10,6289.831680298706,4thOrderRungeKutta
0.23900000000000002,6.099999999999999E-10,8875.970604455048,4thOrderRungeKutta
0.299,5.999999999999999E-10,4808.970889937959,4thOrderRungeKutta
0.34900000000000003,6.099999999999999E-10,3077.344143792941,4thOrderRungeKutta
0.24000000000000002,6.099999999999999E-10,8778.999961153404,4thOrderRungeKutta
0.219,6.299999999999998E-10,10799.586690528375,4thOrderRungeKutta
0.3,5.999999999999999E-10,4762.6574920138155,4thOrderRungeKutta
0.279,5.899999999999999E-10,5941.157920781596,4thOrderRungeKutta
0.35000000000000003,6.099999999999999E-10,3054.1879624380836,4thOrderRungeKutta
0.28,5.899999999999999E-10,5880.515491933736,4thOrderRungeKutta
0.249,5.999999999999999E-10,8060.096036344561,4thOrderRungeKutta
0.22,6.299999999999998E-10,10678.946632096944,4thOrderRungeKutta
0.359,6.099999999999999E-10,2860.3970715602813,4thOrderRungeKutta
0.259,6.299999999999998E-10,6973.498965996035,4thOrderRungeKutta
0.25,5.999999999999999E-10,7973.165353290909,4thOrderRungeKutta
0.36,6.099999999999999E-10,2840.42526625414,4thOrderRungeKutta
0.339,6.099999999999999E-10,3328.1167146322477,4thOrderRungeKutta
0.26,6.299999999999998E-10,6900.120136335781,4thOrderRungeKutta
0.319,6.299999999999998E-10,3867.850605365566,4thOrderRungeKutta
0.329,6.199999999999998E-10,3581.7479702403352,4thOrderRungeKutta
0.34,6.099999999999999E-10,3301.409334093207,4thOrderRungeKutta
0.309,5.999999999999999E-10,4371.717990088819,4thOrderRungeKutta
0.32,6.299999999999998E-10,3833.82766999242,4thOrderRungeKutta
0.31,5.999999999999999E-10,4331.037628195623,4thOrderRungeKutta
0.33,6.199999999999998E-10,3551.5603717647264,4thOrderRungeKutta
0.28900000000000003,6.199999999999998E-10,5185.883060431749,4thOrderRungeKutta
0.20900000000000002,6.299999999999998E-10,12092.474367123606,4thOrderRungeKutta
0.29000000000000004,6.199999999999998E-10,5134.811438696363,4thOrderRungeKutta
0.21000000000000002,6.299999999999998E-10,11955.799630417701,4thOrderRungeKutta
0.299,6.099999999999999E-10,4755.775513810636,4thOrderRungeKutta
0.3,6.099999999999999E-10,4710.160242775655,4thOrderRungeKutta
0.23900000000000002,6.199999999999998E-10,8762.167101557252,4thOrderRungeKutta
0.34900000000000003,6.199999999999998E-10,3051.1661409450676,4thOrderRungeKutta
0.269,6.299999999999998E-10,6279.3422544752375,4thOrderRungeKutta
0.35000000000000003,6.199999999999998E-10,3028.3956078468864,4thOrderRungeKutta
0.24000000000000002,6.199999999999998E-10,8666.648763543317,4thOrderRungeKutta
0.27,6.299999999999998E-10,6214.581207601693,4thOrderRungeKutta
0.259,6.399999999999998E-10,6888.13498594845,4thOrderRungeKutta
0.279,5.999999999999999E-10,5871.0018711350385,4thOrderRungeKutta
0.26,6.399999999999998E-10,6815.845142011694,4thOrderRungeKutta
0.249,6.099999999999999E-10,7958.438800938996,4thOrderRungeKutta
0.219,6.399999999999998E-10,10656.926788240282,4thOrderRungeKutta
0.25,6.099999999999999E-10,7872.805115420916,4thOrderRungeKutta
0.28,5.999999999999999E-10,5811.262692058045,4thOrderRungeKutta
0.319,6.399999999999998E-10,3829.0622115108686,4thOrderRungeKutta
0.22,6.399999999999998E-10,10538.11543253818,4thOrderRungeKutta
0.359,6.199999999999998E-10,2837.88742805356,4thOrderRungeKutta
0.339,6.199999999999998E-10,3297.832706124512,4thOrderRungeKutta
0.32,6.399999999999998E-10,3795.5678368226922,4thOrderRungeKutta
0.309,6.099999999999999E-10,4325.143512311366,4thOrderRungeKutta
0.36,6.199999999999998E-10,2818.260377236114,4thOrderRungeKutta
0.34,6.199999999999998E-10,3271.5571970526803,4thOrderRungeKutta
0.329,6.299999999999998E-10,3547.425507438866,4thOrderRungeKutta
0.31,6.099999999999999E-10,4285.083081973573,4thOrderRungeKutta
0.20900000000000002,6.399999999999998E-10,11930.107241585396,4thOrderRungeKutta
0.33,6.299999999999998E-10,3517.7154767479487,4thOrderRungeKutta
0.21000000000000002,6.399999999999998E-10,11795.525441105952,4thOrderRungeKutta
0.28900000000000003,6.299999999999998E-10,5127.072687070114,4thOrderRungeKutta
0.29000000000000004,6.299999999999998E-10,5076.765464173687,4thOrderRungeKutta
0.23700000000000002,3.7000000000000017E-10,12511.215895460637,4thOrderRungeKutta
0.23800000000000002,3.7000000000000017E-10,12367.177679467373,4thOrderRungeKutta
0.269,6.399999999999998E-10,6204.2791160051165,4thOrderRungeKutta
0.27,6.399999999999998E-10,6140.479423617197,4thOrderRungeKutta
0.299,6.199999999999998E-10,4703.401838478335,4thOrderRungeKutta
0.34900000000000003,6.299999999999998E-10,3025.4329798741487,4thOrderRungeKutta
0.23900000000000002,6.299999999999998E-10,8650.122502843478,4thOrderRungeKutta
0.3,6.199999999999998E-10,4658.474586116068,4thOrderRungeKutta
0.35000000000000003,6.299999999999998E-10,3003.042955298301,4thOrderRungeKutta
0.24000000000000002,6.299999999999998E-10,8556.032769161939,4thOrderRungeKutta
0.259,6.499999999999997E-10,6804.074575917333,4thOrderRungeKutta
0.219,6.499999999999997E-10,10516.504184632136,4thOrderRungeKutta
0.279,6.099999999999999E-10,5801.919079108131,4thOrderRungeKutta
0.26,6.499999999999997E-10,6732.856822364904,4thOrderRungeKutta
0.249,6.199999999999998E-10,7858.3449128212515,4thOrderRungeKutta
0.339,6.299999999999998E-10,3268.048700593481,4thOrderRungeKutta
0.22,6.499999999999997E-10,10399.490497703076,4thOrderRungeKutta
0.28,6.099999999999999E-10,5743.069523653644,4thOrderRungeKutta
0.34,6.299999999999998E-10,3242.1992239003716,4thOrderRungeKutta
0.25,6.199999999999998E-10,7773.987453678335,4thOrderRungeKutta
0.319,6.499999999999997E-10,3790.8899520838995,4thOrderRungeKutta
0.309,6.199999999999998E-10,4279.295623298103,4thOrderRungeKutta
0.32,6.499999999999997E-10,3757.916801749866,4thOrderRungeKutta
0.359,6.299999999999998E-10,2815.7740298412396,4thOrderRungeKutta
0.31,6.199999999999998E-10,4239.846306657105,4thOrderRungeKutta
0.329,6.399999999999998E-10,3513.6578161966204,4thOrderRungeKutta
0.28900000000000003,6.399999999999998E-10,5069.165043667822,4thOrderRungeKutta
0.20900000000000002,6.499999999999997E-10,11770.316431584066,4thOrderRungeKutta
0.36,6.299999999999998E-10,2796.4872005264647,4thOrderRungeKutta
0.33,6.399999999999998E-10,3484.41881302382,4thOrderRungeKutta
0.29000000000000004,6.399999999999998E-10,5019.611009832972,4thOrderRungeKutta
0.21000000000000002,6.499999999999997E-10,11637.791176262392,4thOrderRungeKutta
0.269,6.499999999999997E-10,6130.361175214973,4thOrderRungeKutta
0.34900000000000003,6.399999999999998E-10,3000.1385507113782,4thOrderRungeKutta
0.27,6.499999999999997E-10,6067.50822505222,4thOrderRungeKutta
0.299,6.299999999999998E-10,4651.837566919922,4thOrderRungeKutta
0.23900000000000002,6.399999999999998E-10,8539.80699422657,4thOrderRungeKutta
0.35000000000000003,6.399999999999998E-10,2978.123974190747,4thOrderRungeKutta
0.3,6.299999999999998E-10,4607.588399126767,4thOrderRungeKutta
0.24000000000000002,6.399999999999998E-10,8447.122635228094,4thOrderRungeKutta
0.259,6.599999999999997E-10,6721.296771967279,4thOrderRungeKutta
0.249,6.299999999999998E-10,7759.78839007125,4thOrderRungeKutta
0.219,6.599999999999997E-10,10378.27936964226,4thOrderRungeKutta
0.26,6.599999999999997E-10,6651.134530080654,4thOrderRungeKutta
0.319,6.599999999999997E-10,3753.3250008361906,4thOrderRungeKutta
0.25,6.299999999999998E-10,7676.686790278746,4thOrderRungeKutta
0.22,6.599999999999997E-10,10263.032962750183,4thOrderRungeKutta
0.23700000000000002,3.800000000000002E-10,12339.84494080106,4thOrderRungeKutta
0.32,6.599999999999997E-10,3720.8658581860896,4thOrderRungeKutta
0.279,6.199999999999998E-10,5733.892784364954,4thOrderRungeKutta
0.339,6.399999999999998E-10,3238.75772774725,4thOrderRungeKutta
0.23800000000000002,3.800000000000002E-10,12198.06858513209,4thOrderRungeKutta
0.28,6.199999999999998E-10,5675.919473319321,4thOrderRungeKutta
0.359,6.399999999999998E-10,2794.0515100250473,4thOrderRungeKutta
0.34,6.399999999999998E-10,3213.3285362433403,4thOrderRungeKutta
0.309,6.299999999999998E-10,4234.163648089179,4thOrderRungeKutta
0.28900000000000003,6.499999999999997E-10,5012.146439433348,4thOrderRungeKutta
0.36,6.399999999999998E-10,2775.100437768776,4thOrderRungeKutta
0.31,6.299999999999998E-10,4195.316775773322,4thOrderRungeKutta
0.29000000000000004,6.499999999999997E-10,4963.334581074052,4thOrderRungeKutta
0.329,6.499999999999997E-10,3480.4370591641973,4thOrderRungeKutta
0.20900000000000002,6.599999999999997E-10,11613.055269287164,4thOrderRungeKutta
0.33,6.499999999999997E-10,3451.6626480127456,4thOrderRungeKutta
0.21000000000000002,6.599999999999997E-10,11482.550945637768,4thOrderRungeKutta
0.269,6.599999999999997E-10,6057.570404276792,4thOrderRungeKutta
0.27,6.599999999999997E-10,5995.6498512727985,4thOrderRungeKutta
0.249,6.399999999999998E-10,7662.743774165291,4thOrderRungeKutta
0.34900000000000003,6.499999999999997E-10,2975.2768405612264,4thOrderRungeKutta
0.25,6.399999999999998E-10,7580.878061325845,4thOrderRungeKutta
0.259,6.699999999999997E-10,6639.781016555285,4thOrderRungeKutta
0.35000000000000003,6.499999999999997E-10,2953.6327294413486,4thOrderRungeKutta
0.299,6.399999999999998E-10,4601.070620674397,4thOrderRungeKutta
0.219,6.699999999999997E-10,10242.213685701643,4thOrderRungeKutta
0.26,6.699999999999997E-10,6570.658017077114,4thOrderRungeKutta
0.23900000000000002,6.499999999999997E-10,8431.191375909922,4thOrderRungeKutta
0.279,6.299999999999998E-10,5666.906540383337,4thOrderRungeKutta
0.319,6.699999999999997E-10,3716.3586798824085,4thOrderRungeKutta
0.22,6.699999999999997E-10,10128.704799070983,4thOrderRungeKutta
0.3,6.399999999999998E-10,4557.489773859427,4thOrderRungeKutta
0.28,6.299999999999998E-10,5609.796336076584,4thOrderRungeKutta
0.24000000000000002,6.499999999999997E-10,8339.889621904149,4thOrderRungeKutta
0.32,6.699999999999997E-10,3684.406445574376,4thOrderRungeKutta
0.28900000000000003,6.599999999999997E-10,4956.0034309497705,4thOrderRungeKutta
0.309,6.399999999999998E-10,4189.737097101804,4thOrderRungeKutta
0.29000000000000004,6.599999999999997E-10,4907.922926548117,4thOrderRungeKutta
0.31,6.399999999999998E-10,4151.484145229938,4thOrderRungeKutta
0.339,6.499999999999997E-10,3209.9529302450137,4thOrderRungeKutta
0.329,6.599999999999997E-10,3447.755528315015,4thOrderRungeKutta
0.359,6.499999999999997E-10,2772.714585184463,4thOrderRungeKutta
0.33,6.599999999999997E-10,3419.4393764548154,4thOrderRungeKutta
0.34,6.499999999999997E-10,3184.9383669161843,4thOrderRungeKutta
0.36,6.499999999999997E-10,2754.094872854969,4thOrderRungeKutta
0.20900000000000002,6.699999999999997E-10,11458.278122685837,4thOrderRungeKutta
0.269,6.699999999999997E-10,5985.889116119479,4thOrderRungeKutta
0.21000000000000002,6.699999999999997E-10,11329.759874644136,4thOrderRungeKutta
0.249,6.499999999999997E-10,7567.186117276628,4thOrderRungeKutta
0.27,6.699999999999997E-10,5924.886876516169,4thOrderRungeKutta
0.25,6.499999999999997E-10,7486.53670437754,4thOrderRungeKutta
0.259,6.799999999999996E-10,6559.50714906103,4thOrderRungeKutta
0.34900000000000003,6.599999999999997E-10,2950.8419316761433,4thOrderRungeKutta
0.26,6.799999999999996E-10,6491.4074252296805,4thOrderRungeKutta
0.219,6.799999999999996E-10,10108.269305535536,4thOrderRungeKutta
0.23700000000000002,3.900000000000002E-10,12171.263072486388,4thOrderRungeKutta
0.299,6.499999999999997E-10,4551.089135194608,4thOrderRungeKutta
0.35000000000000003,6.599999999999997E-10,2929.5633796937063,4thOrderRungeKutta
0.279,6.399999999999998E-10,5600.944207401602,4thOrderRungeKutta
0.23900000000000002,6.599999999999997E-10,8324.247047127159,4thOrderRungeKutta
0.22,6.799999999999996E-10,9996.468792573676,4thOrderRungeKutta
0.3,6.499999999999997E-10,4508.167012767505,4thOrderRungeKutta
0.23800000000000002,3.900000000000002E-10,12031.707732315648,4thOrderRungeKutta
0.319,6.799999999999996E-10,3679.9824567287124,4thOrderRungeKutta
0.28,6.399999999999998E-10,5544.684208457008,4thOrderRungeKutta
0.24000000000000002,6.599999999999997E-10,8234.305577367622,4thOrderRungeKutta
0.359,6.599999999999997E-10,2751.7580538416873,4thOrderRungeKutta
0.309,6.499999999999997E-10,4146.005662284411,4thOrderRungeKutta
0.28900000000000003,6.699999999999997E-10,4900.722816824096,4thOrderRungeKutta
