Alpha,Beta,SumResidualSquare,Method
0.3,1.8999999999999996E-10,7799.5115150798465,4thOrderRungeKutta
0.31,1.8999999999999996E-10,6993.513927956861,4thOrderRungeKutta
0.23700000000000002,1.2000000000000003E-10,17885.15009367336,4thOrderRungeKutta
0.35000000000000003,1.8999999999999996E-10,4631.591761434539,4thOrderRungeKutta
0.219,2.0999999999999995E-10,19502.021881107656,4thOrderRungeKutta
0.23800000000000002,1.2000000000000003E-10,17667.990209669413,4thOrderRungeKutta
0.339,1.9999999999999996E-10,5104.832211082508,4thOrderRungeKutta
0.22,2.0999999999999995E-10,19264.668197281833,4thOrderRungeKutta
0.279,1.8999999999999996E-10,9868.174723988852,4thOrderRungeKutta
0.34,1.9999999999999996E-10,5053.964731368627,4thOrderRungeKutta
0.20900000000000002,2.0999999999999995E-10,22061.420982097392,4thOrderRungeKutta
0.359,1.8999999999999996E-10,4249.664441622826,4thOrderRungeKutta
0.28,1.8999999999999996E-10,9756.533641081667,4thOrderRungeKutta
0.329,1.9999999999999996E-10,5651.566813316938,4thOrderRungeKutta
0.269,1.9999999999999996E-10,10916.939837565687,4thOrderRungeKutta
0.21000000000000002,2.0999999999999995E-10,21789.49718798166,4thOrderRungeKutta
0.36,1.8999999999999996E-10,4209.984668940921,4thOrderRungeKutta
0.259,2.1999999999999994E-10,11924.351459449123,4thOrderRungeKutta
0.33,1.9999999999999996E-10,5593.651763758483,4thOrderRungeKutta
0.27,1.9999999999999996E-10,10791.954686564733,4thOrderRungeKutta
0.26,2.1999999999999994E-10,11786.590717092788,4thOrderRungeKutta
0.249,1.9999999999999996E-10,13788.77773742142,4thOrderRungeKutta
0.28900000000000003,1.9999999999999996E-10,8698.437300452519,4thOrderRungeKutta
0.25,1.9999999999999996E-10,13626.741500592047,4thOrderRungeKutta
0.319,2.1999999999999994E-10,6122.164285865424,4thOrderRungeKutta
0.29000000000000004,1.9999999999999996E-10,8601.74373235338,4thOrderRungeKutta
0.32,2.1999999999999994E-10,6058.278049507452,4thOrderRungeKutta
0.23900000000000002,2.0999999999999995E-10,15309.750939752135,4thOrderRungeKutta
0.24000000000000002,2.0999999999999995E-10,15127.974871646693,4thOrderRungeKutta
0.299,1.9999999999999996E-10,7784.942312170928,4thOrderRungeKutta
0.3,1.9999999999999996E-10,7699.8506315451505,4thOrderRungeKutta
0.34900000000000003,1.9999999999999996E-10,4624.902426943009,4thOrderRungeKutta
0.309,1.9999999999999996E-10,6981.041755319718,4thOrderRungeKutta
0.35000000000000003,1.9999999999999996E-10,4580.286373901312,4thOrderRungeKutta
0.219,2.1999999999999994E-10,19213.821979501674,4thOrderRungeKutta
0.31,1.9999999999999996E-10,6906.161202707553,4thOrderRungeKutta
0.22,2.1999999999999994E-10,18980.504425726136,4thOrderRungeKutta
0.339,2.0999999999999995E-10,5046.282509882543,4thOrderRungeKutta
0.34,2.0999999999999995E-10,4996.193395172761,4thOrderRungeKutta
0.20900000000000002,2.1999999999999994E-10,21729.15989517296,4thOrderRungeKutta
0.269,2.0999999999999995E-10,10769.060280264252,4thOrderRungeKutta
0.279,1.9999999999999996E-10,9736.608472667349,4thOrderRungeKutta
0.329,2.0999999999999995E-10,5584.674337023237,4thOrderRungeKutta
0.359,1.9999999999999996E-10,4204.275213515313,4thOrderRungeKutta
0.21000000000000002,2.1999999999999994E-10,21461.96375150444,4thOrderRungeKutta
0.28,1.9999999999999996E-10,9626.70333813755,4thOrderRungeKutta
0.27,2.0999999999999995E-10,10646.035973810935,4thOrderRungeKutta
0.36,1.9999999999999996E-10,4165.213738642859,4thOrderRungeKutta
0.33,2.0999999999999995E-10,5527.641507283803,4thOrderRungeKutta
0.259,2.2999999999999993E-10,11760.770171200158,4thOrderRungeKutta
0.28900000000000003,2.0999999999999995E-10,8585.032660349252,4thOrderRungeKutta
0.249,2.0999999999999995E-10,13595.180206305944,4thOrderRungeKutta
0.26,2.2999999999999993E-10,11625.188072917748,4thOrderRungeKutta
0.319,2.2999999999999993E-10,6048.1726925661305,4thOrderRungeKutta
0.29000000000000004,2.0999999999999995E-10,8489.826847271683,4thOrderRungeKutta
0.25,2.0999999999999995E-10,13435.757966811545,4thOrderRungeKutta
0.32,2.2999999999999993E-10,5985.257175494718,4thOrderRungeKutta
0.23700000000000002,1.3000000000000002E-10,17622.57780761717,4thOrderRungeKutta
0.23900000000000002,2.1999999999999994E-10,15091.557451331362,4thOrderRungeKutta
0.299,2.0999999999999995E-10,7685.55125039879,4thOrderRungeKutta
0.23800000000000002,1.3000000000000002E-10,17409.091868011063,4thOrderRungeKutta
0.3,2.0999999999999995E-10,7601.760557912211,4thOrderRungeKutta
0.24000000000000002,2.1999999999999994E-10,14912.754612343379,4thOrderRungeKutta
0.219,2.2999999999999993E-10,18930.733018460738,4thOrderRungeKutta
0.22,2.2999999999999993E-10,18701.36841392278,4thOrderRungeKutta
0.34900000000000003,2.0999999999999995E-10,4573.719651186659,4thOrderRungeKutta
0.309,2.0999999999999995E-10,6893.918229427383,4thOrderRungeKutta
0.269,2.1999999999999994E-10,10623.58057445702,4thOrderRungeKutta
0.35000000000000003,2.0999999999999995E-10,4529.791647818979,4thOrderRungeKutta
0.339,2.1999999999999994E-10,4988.651377029175,4thOrderRungeKutta
0.31,2.0999999999999995E-10,6820.178101360241,4thOrderRungeKutta
0.27,2.1999999999999994E-10,10502.48215132384,4thOrderRungeKutta
0.34,2.1999999999999994E-10,4939.328888267472,4thOrderRungeKutta
0.20900000000000002,2.2999999999999993E-10,21402.934848211484,4thOrderRungeKutta
0.279,2.0999999999999995E-10,9607.155654321754,4thOrderRungeKutta
0.259,2.3999999999999995E-10,11599.868012345089,4thOrderRungeKutta
0.21000000000000002,2.2999999999999993E-10,21140.365643511584,4thOrderRungeKutta
0.28,2.0999999999999995E-10,9498.956212264924,4thOrderRungeKutta
0.28900000000000003,2.1999999999999994E-10,8473.427819742266,4thOrderRungeKutta
0.26,2.3999999999999995E-10,11466.424973598472,4thOrderRungeKutta
0.359,2.0999999999999995E-10,4159.609764092647,4thOrderRungeKutta
0.329,2.1999999999999994E-10,5518.827732800025,4thOrderRungeKutta
0.29000000000000004,2.1999999999999994E-10,8379.684599291239,4thOrderRungeKutta
0.36,2.0999999999999995E-10,4121.157594592925,4thOrderRungeKutta
0.33,2.1999999999999994E-10,5462.6635353566035,4thOrderRungeKutta
0.319,2.3999999999999995E-10,5975.336060965084,4thOrderRungeKutta
0.249,2.1999999999999994E-10,13404.823355710638,4thOrderRungeKutta
0.32,2.3999999999999995E-10,5913.376084722214,4thOrderRungeKutta
0.25,2.1999999999999994E-10,13247.965776929077,4thOrderRungeKutta
0.23900000000000002,2.2999999999999993E-10,14877.072634644179,4thOrderRungeKutta
0.299,2.1999999999999994E-10,7587.725563610321,4thOrderRungeKutta
0.24000000000000002,2.2999999999999993E-10,14701.185484280442,4thOrderRungeKutta
0.3,2.1999999999999994E-10,7505.214396298808,4thOrderRungeKutta
0.219,2.3999999999999995E-10,18652.64489214163,4thOrderRungeKutta
0.269,2.2999999999999993E-10,10480.456243595752,4thOrderRungeKutta
0.34900000000000003,2.1999999999999994E-10,4523.345319598088,4thOrderRungeKutta
0.22,2.3999999999999995E-10,18427.152213379257,4thOrderRungeKutta
0.27,2.2999999999999993E-10,10361.249514630768,4thOrderRungeKutta
0.35000000000000003,2.1999999999999994E-10,4480.095194793262,4thOrderRungeKutta
0.309,2.1999999999999994E-10,6808.159818879251,4thOrderRungeKutta
0.279,2.1999999999999994E-10,9479.778014808946,4thOrderRungeKutta
0.339,2.2999999999999993E-10,4931.924495958294,4thOrderRungeKutta
0.31,2.1999999999999994E-10,6735.541745370615,4thOrderRungeKutta
0.20900000000000002,2.3999999999999995E-10,21082.611249039568,4thOrderRungeKutta
0.28,2.1999999999999994E-10,9373.254660467126,4thOrderRungeKutta
0.329,2.2999999999999993E-10,5454.010342732224,4thOrderRungeKutta
0.23700000000000002,1.4E-10,17364.631620152944,4thOrderRungeKutta
0.34,2.2999999999999993E-10,4883.357106885988,4thOrderRungeKutta
0.21000000000000002,2.3999999999999995E-10,20824.57097964322,4thOrderRungeKutta
0.33,2.2999999999999993E-10,5398.701442813436,4thOrderRungeKutta
0.259,2.4999999999999996E-10,11441.594341928487,4thOrderRungeKutta
0.28900000000000003,2.2999999999999993E-10,8363.591197897527,4thOrderRungeKutta
0.23800000000000002,1.4E-10,17154.74464303901,4thOrderRungeKutta
0.26,2.4999999999999996E-10,11310.25167102133,4thOrderRungeKutta
0.359,2.1999999999999994E-10,4115.6572281065955,4thOrderRungeKutta
0.29000000000000004,2.2999999999999993E-10,8271.285930751488,4thOrderRungeKutta
0.36,2.1999999999999994E-10,4077.805527239975,4thOrderRungeKutta
0.249,2.2999999999999993E-10,13217.643473342501,4thOrderRungeKutta
0.25,2.2999999999999993E-10,13063.302380174546,4thOrderRungeKutta
0.319,2.4999999999999996E-10,5903.635704078566,4thOrderRungeKutta
0.32,2.4999999999999996E-10,5842.61637777659,4thOrderRungeKutta
0.23900000000000002,2.3999999999999995E-10,14666.221648664521,4thOrderRungeKutta
0.34900000000000003,2.2999999999999993E-10,4473.767089953794,4thOrderRungeKutta
0.35000000000000003,2.2999999999999993E-10,4431.184852404428,4thOrderRungeKutta
0.24000000000000002,2.3999999999999995E-10,14493.194039139367,4thOrderRungeKutta
0.299,2.2999999999999993E-10,7491.438482803923,4thOrderRungeKutta
0.269,2.3999999999999995E-10,10339.643828408021,4thOrderRungeKutta
0.3,2.2999999999999993E-10,7410.185811129026,4thOrderRungeKutta
0.27,2.3999999999999995E-10,10222.295355702363,4thOrderRungeKutta
0.309,2.2999999999999993E-10,6723.7437491334385,4thOrderRungeKutta
0.219,2.4999999999999996E-10,18379.45046451308,4thOrderRungeKutta
0.31,2.2999999999999993E-10,6652.229720860333,4thOrderRungeKutta
0.22,2.4999999999999996E-10,18157.750776646626,4thOrderRungeKutta
0.329,2.3999999999999995E-10,5390.205828586653,4thOrderRungeKutta
0.279,2.2999999999999993E-10,9354.438152073459,4thOrderRungeKutta
0.339,2.3999999999999995E-10,4876.087817699946,4thOrderRungeKutta
0.33,2.3999999999999995E-10,5335.739138483278,4thOrderRungeKutta
0.20900000000000002,2.4999999999999996E-10,20768.058272461552,4thOrderRungeKutta
0.359,2.2999999999999993E-10,4072.4069340927153,4thOrderRungeKutta
0.34,2.3999999999999995E-10,4828.264210193827,4thOrderRungeKutta
0.259,2.6E-10,11285.899702800623,4thOrderRungeKutta
0.28,2.2999999999999993E-10,9249.56191472876,4thOrderRungeKutta
0.21000000000000002,2.4999999999999996E-10,20514.451552932507,4thOrderRungeKutta
0.36,2.2999999999999993E-10,4035.147017570556,4thOrderRungeKutta
0.26,2.6E-10,11156.619576255582,4thOrderRungeKutta
0.28900000000000003,2.3999999999999995E-10,8255.491893055229,4thOrderRungeKutta
0.29000000000000004,2.3999999999999995E-10,8164.600449716251,4thOrderRungeKutta
0.319,2.6E-10,5833.053300364139,4thOrderRungeKutta
0.249,2.3999999999999995E-10,13033.578402837395,4thOrderRungeKutta
0.32,2.6E-10,5772.960014081074,4thOrderRungeKutta
0.25,2.3999999999999995E-10,12881.70674821132,4thOrderRungeKutta
0.23700000000000002,1.5E-10,17111.21296664251,4thOrderRungeKutta
0.23900000000000002,2.4999999999999996E-10,14458.931532881224,4thOrderRungeKutta
0.34900000000000003,2.3999999999999995E-10,4424.972844884813,4thOrderRungeKutta
0.299,2.3999999999999995E-10,7396.663797692098,4thOrderRungeKutta
0.23800000000000002,1.5E-10,16904.85189687428,4thOrderRungeKutta
0.24000000000000002,2.4999999999999996E-10,14288.708667789953,4thOrderRungeKutta
0.35000000000000003,2.3999999999999995E-10,4383.048679251794,4thOrderRungeKutta
0.3,2.3999999999999995E-10,7316.649014896136,4thOrderRungeKutta
0.269,2.4999999999999996E-10,10201.100858612619,4thOrderRungeKutta
0.309,2.3999999999999995E-10,6640.647707498056,4thOrderRungeKutta
0.219,2.6E-10,18111.04547152637,4thOrderRungeKutta
0.27,2.4999999999999996E-10,10085.57793534115,4thOrderRungeKutta
0.31,2.3999999999999995E-10,6570.220067202465,4thOrderRungeKutta
0.22,2.6E-10,17893.061862112427,4thOrderRungeKutta
0.329,2.4999999999999996E-10,5327.398164418168,4thOrderRungeKutta
0.359,2.3999999999999995E-10,4029.8484002231594,4thOrderRungeKutta
0.339,2.4999999999999996E-10,4821.127554856621,4thOrderRungeKutta
0.33,2.4999999999999996E-10,5273.7608379425465,4thOrderRungeKutta
0.28900000000000003,2.4999999999999996E-10,8149.099664722633,4thOrderRungeKutta
0.34,2.4999999999999996E-10,4774.036614388553,4thOrderRungeKutta
0.36,2.3999999999999995E-10,3993.1717330412775,4thOrderRungeKutta
0.279,2.3999999999999995E-10,9231.09949309141,4thOrderRungeKutta
0.20900000000000002,2.6E-10,20459.14873138188,4thOrderRungeKutta
0.259,2.7E-10,11132.735787953687,4thOrderRungeKutta
0.29000000000000004,2.4999999999999996E-10,8059.598412671695,4thOrderRungeKutta
0.28,2.3999999999999995E-10,9127.84201950132,4thOrderRungeKutta
0.21000000000000002,2.6E-10,20209.882708481,4thOrderRungeKutta
0.26,2.7E-10,11005.481226703174,4thOrderRungeKutta
0.319,2.7E-10,5763.5708850946885,4thOrderRungeKutta
0.249,2.4999999999999996E-10,12852.567497469934,4thOrderRungeKutta
0.34900000000000003,2.4999999999999996E-10,4376.950686951556,4thOrderRungeKutta
0.32,2.7E-10,5704.389303454536,4thOrderRungeKutta
0.35000000000000003,2.4999999999999996E-10,4335.674950128363,4thOrderRungeKutta
0.25,2.4999999999999996E-10,12703.119329994845,4thOrderRungeKutta
0.23900000000000002,2.6E-10,14255.131149697307,4thOrderRungeKutta
0.299,2.4999999999999996E-10,7303.375842579754,4thOrderRungeKutta
0.219,2.7E-10,17847.328427109358,4thOrderRungeKutta
0.24000000000000002,2.6E-10,14087.659544144663,4thOrderRungeKutta
0.3,2.4999999999999996E-10,7224.578754347114,4thOrderRungeKutta
0.22,2.7E-10,17632.98594250245,4thOrderRungeKutta
0.269,2.6E-10,10064.785825569486,4thOrderRungeKutta
0.309,2.4999999999999996E-10,6558.849831804974,4thOrderRungeKutta
0.27,2.6E-10,9951.056456470045,4thOrderRungeKutta
0.28900000000000003,2.6E-10,8044.3849165234105,4thOrderRungeKutta
0.20900000000000002,2.7E-10,20155.75895318407,4thOrderRungeKutta
0.31,2.4999999999999996E-10,6489.49126593523,4thOrderRungeKutta
0.359,2.4999999999999996E-10,3987.9713302638925,4thOrderRungeKutta
0.29000000000000004,2.6E-10,7956.250707755657,4thOrderRungeKutta
0.36,2.4999999999999996E-10,3951.869523614113,4thOrderRungeKutta
0.21000000000000002,2.7E-10,19910.74322321573,4thOrderRungeKutta
0.329,2.6E-10,5265.571629372043,4thOrderRungeKutta
0.23700000000000002,1.6E-10,16862.22591304174,4thOrderRungeKutta
0.339,2.6E-10,4767.0301757430925,4thOrderRungeKutta
0.33,2.6E-10,5212.751056466947,4thOrderRungeKutta
0.23800000000000002,1.6E-10,16659.31956132334,4thOrderRungeKutta
0.34,2.6E-10,4720.660986958464,4thOrderRungeKutta
0.279,2.4999999999999996E-10,9109.726271561303,4thOrderRungeKutta
0.259,2.8E-10,10982.055408003871,4thOrderRungeKutta
0.319,2.8E-10,5695.170841974149,4thOrderRungeKutta
0.28,2.4999999999999996E-10,9008.059809903938,4thOrderRungeKutta
0.34900000000000003,2.6E-10,4329.688933849305,4thOrderRungeKutta
0.26,2.8E-10,10856.790254355297,4thOrderRungeKutta
0.32,2.8E-10,5636.886897899353,4thOrderRungeKutta
0.35000000000000003,2.6E-10,4289.052151319227,4thOrderRungeKutta
0.249,2.6E-10,12674.551575496287,4thOrderRungeKutta
0.299,2.6E-10,7211.5494826643,4thOrderRungeKutta
0.25,2.6E-10,12527.482008223118,4thOrderRungeKutta
0.3,2.6E-10,7133.950297087105,4thOrderRungeKutta
0.219,2.8E-10,17588.200532829458,4thOrderRungeKutta
0.23900000000000002,2.7E-10,14054.751128916378,4thOrderRungeKutta
0.269,2.7E-10,9930.658155822068,4thOrderRungeKutta
0.22,2.8E-10,17377.426116928935,4thOrderRungeKutta
0.24000000000000002,2.7E-10,13889.978571057289,4thOrderRungeKutta
0.27,2.7E-10,9818.691038303376,4thOrderRungeKutta
0.359,2.6E-10,3946.7656096335663,4thOrderRungeKutta
0.309,2.6E-10,6478.328699410506,4thOrderRungeKutta
0.36,2.6E-10,3911.230417891624,4thOrderRungeKutta
0.20900000000000002,2.8E-10,19857.768661095604,4thOrderRungeKutta
0.28900000000000003,2.7E-10,7941.318679565862,4thOrderRungeKutta
0.31,2.6E-10,6410.022230002803,4thOrderRungeKutta
0.259,2.9000000000000003E-10,10833.81245975649,4thOrderRungeKutta
0.21000000000000002,2.8E-10,19616.915190478452,4thOrderRungeKutta
0.29000000000000004,2.7E-10,7854.528838502296,4thOrderRungeKutta
0.26,2.9000000000000003E-10,10710.501355109858,4thOrderRungeKutta
0.329,2.7E-10,5204.710800686908,4thOrderRungeKutta
0.339,2.7E-10,4713.78239868039,4thOrderRungeKutta
0.279,2.6E-10,8990.283506302656,4thOrderRungeKutta
0.33,2.7E-10,5152.694602176772,4thOrderRungeKutta
0.34,2.7E-10,4668.1242410888135,4thOrderRungeKutta
0.28,2.6E-10,8890.180890624015,4thOrderRungeKutta
0.34900000000000003,2.7E-10,4283.17611373643,4thOrderRungeKutta
0.35000000000000003,2.7E-10,4243.1689760203235,4thOrderRungeKutta
0.319,2.9000000000000003E-10,5627.835894987901,4thOrderRungeKutta
0.32,2.9000000000000003E-10,5570.435783619196,4thOrderRungeKutta
0.269,2.8E-10,9798.678185507519,4thOrderRungeKutta
0.299,2.7E-10,7121.160100742695,4thOrderRungeKutta
0.249,2.7E-10,12499.472877064836,4thOrderRungeKutta
0.359,2.7E-10,3906.221301561855,4thOrderRungeKutta
0.27,2.8E-10,9688.442691351353,4thOrderRungeKutta
0.3,2.7E-10,7044.739418575664,4thOrderRungeKutta
0.36,2.7E-10,3871.244619347825,4thOrderRungeKutta
0.25,2.7E-10,12354.73805731301,4thOrderRungeKutta
0.20900000000000002,2.9000000000000003E-10,19565.060860313155,4thOrderRungeKutta
0.219,2.9000000000000003E-10,17333.565591034963,4thOrderRungeKutta
0.23700000000000002,1.6999999999999998E-10,16617.577070072177,4thOrderRungeKutta
0.21000000000000002,2.9000000000000003E-10,19328.283909229645,4thOrderRungeKutta
0.23900000000000002,2.8E-10,13857.723814242054,4thOrderRungeKutta
0.259,3.0000000000000005E-10,10687.961895823628,4thOrderRungeKutta
0.22,2.9000000000000003E-10,17126.288026325656,4thOrderRungeKutta
0.23800000000000002,1.6999999999999998E-10,16418.056054354336,4thOrderRungeKutta
0.28900000000000003,2.8E-10,7839.8725963268425,4thOrderRungeKutta
0.24000000000000002,2.8E-10,13695.599328166702,4thOrderRungeKutta
0.26,3.0000000000000005E-10,10566.570259107693,4thOrderRungeKutta
0.309,2.7E-10,6399.063316516652,4thOrderRungeKutta
0.329,2.8E-10,5144.800546884758,4thOrderRungeKutta
0.29000000000000004,2.8E-10,7754.404908081939,4thOrderRungeKutta
0.31,2.7E-10,6331.792293301189,4thOrderRungeKutta
0.33,2.8E-10,5093.576569365266,4thOrderRungeKutta
0.339,2.8E-10,4661.371186440943,4thOrderRungeKutta
0.279,2.7E-10,8872.73698034023,4thOrderRungeKutta
0.34900000000000003,2.8E-10,4237.4009606813615,4thOrderRungeKutta
0.34,2.8E-10,4616.413530218365,4thOrderRungeKutta
0.28,2.7E-10,8774.171615477024,4thOrderRungeKutta
0.35000000000000003,2.8E-10,4198.014319876163,4thOrderRungeKutta
0.359,2.8E-10,3866.328643343108,4thOrderRungeKutta
0.36,2.8E-10,3831.9025026544537,4thOrderRungeKutta
0.319,3.0000000000000005E-10,5561.5491004750365,4thOrderRungeKutta
0.249,2.8E-10,12327.275022635527,4thOrderRungeKutta
0.269,2.9000000000000003E-10,9668.807135596917,4thOrderRungeKutta
0.32,3.0000000000000005E-10,5505.019273258898,4thOrderRungeKutta
0.25,2.8E-10,12184.832102837185,4thOrderRungeKutta
0.299,2.8E-10,7032.18358431448,4thOrderRungeKutta
0.27,2.9000000000000003E-10,9560.273293235081,4thOrderRungeKutta
0.3,2.8E-10,6956.922389512233,4thOrderRungeKutta
0.309,2.8E-10,6321.033107796598,4thOrderRungeKutta
0.20900000000000002,3.0000000000000005E-10,19277.52172866621,4thOrderRungeKutta
0.31,2.8E-10,6254.781200527549,4thOrderRungeKutta
0.219,3.0000000000000005E-10,17083.329921339577,4thOrderRungeKutta
0.28900000000000003,2.9000000000000003E-10,7740.0189050219105,4thOrderRungeKutta
0.23900000000000002,2.9000000000000003E-10,13663.983211699513,4thOrderRungeKutta
0.21000000000000002,3.0000000000000005E-10,19044.737777654635,4thOrderRungeKutta
0.259,3.1000000000000007E-10,10544.459695249581,4thOrderRungeKutta
0.22,3.0000000000000005E-10,16879.479772120296,4thOrderRungeKutta
0.29000000000000004,2.9000000000000003E-10,7655.851604020032,4thOrderRungeKutta
0.24000000000000002,2.9000000000000003E-10,13504.4570216054,4thOrderRungeKutta
0.26,3.1000000000000007E-10,10424.953702052422,4thOrderRungeKutta
0.329,2.9000000000000003E-10,5085.826021145863,4thOrderRungeKutta
0.279,2.8E-10,8757.053220651262,4thOrderRungeKutta
0.33,2.9000000000000003E-10,5035.382332008478,4thOrderRungeKutta
0.28,2.8E-10,8659.999067620201,4thOrderRungeKutta
0.34900000000000003,2.9000000000000003E-10,4192.352410228378,4thOrderRungeKutta
0.339,2.9000000000000003E-10,4609.783740839165,4thOrderRungeKutta
0.35000000000000003,2.9000000000000003E-10,4153.577276629515,4thOrderRungeKutta
0.34,2.9000000000000003E-10,4565.516242738391,4thOrderRungeKutta
0.359,2.9000000000000003E-10,3827.078042683614,4thOrderRungeKutta
0.249,2.9000000000000003E-10,12157.902972838407,4thOrderRungeKutta
0.319,3.1000000000000007E-10,5496.293839423801,4thOrderRungeKutta
0.36,2.9000000000000003E-10,3793.194610096726,4thOrderRungeKutta
0.299,2.9000000000000003E-10,6944.596313065471,4thOrderRungeKutta
0.25,2.9000000000000003E-10,12017.710082362739,4thOrderRungeKutta
0.23700000000000002,1.7999999999999997E-10,16377.175510714984,4thOrderRungeKutta
0.32,3.1000000000000007E-10,5440.620998354176,4thOrderRungeKutta
0.3,2.9000000000000003E-10,6870.475963588508,4thOrderRungeKutta
0.23800000000000002,1.7999999999999997E-10,16180.972199797514,4thOrderRungeKutta
0.269,3.0000000000000005E-10,9541.007087933554,4thOrderRungeKutta
0.309,2.9000000000000003E-10,6244.217906319314,4thOrderRungeKutta
0.27,3.0000000000000005E-10,9434.145565284098,4thOrderRungeKutta
0.31,2.9000000000000003E-10,6178.969097314724,4thOrderRungeKutta
0.23900000000000002,3.0000000000000005E-10,13473.46493989799,4thOrderRungeKutta
0.219,3.1000000000000007E-10,16837.40228028438,4thOrderRungeKutta
0.24000000000000002,3.0000000000000005E-10,13316.48843550819,4thOrderRungeKutta
0.20900000000000002,3.1000000000000007E-10,18995.040511605104,4thOrderRungeKutta
0.22,3.1000000000000007E-10,16636.911837988806,4thOrderRungeKutta
0.259,3.200000000000001E-10,10403.26283510499,4thOrderRungeKutta
0.28900000000000003,3.0000000000000005E-10,7641.7304244500565,4thOrderRungeKutta
0.21000000000000002,3.1000000000000007E-10,18766.16819095722,4thOrderRungeKutta
0.26,3.200000000000001E-10,10285.609397472273,4thOrderRungeKutta
0.329,3.0000000000000005E-10,5027.77265486294,4thOrderRungeKutta
0.29000000000000004,3.0000000000000005E-10,7558.842183376894,4thOrderRungeKutta
0.279,2.9000000000000003E-10,8643.199478549326,4thOrderRungeKutta
0.33,3.0000000000000005E-10,4978.097537449011,4thOrderRungeKutta
0.28,2.9000000000000003E-10,8547.631040377531,4thOrderRungeKutta
0.339,3.0000000000000005E-10,4559.007497463533,4thOrderRungeKutta
0.34900000000000003,3.0000000000000005E-10,4148.019595072071,4thOrderRungeKutta
0.34,3.0000000000000005E-10,4515.419996827106,4thOrderRungeKutta
0.35000000000000003,3.0000000000000005E-10,4109.8471338814015,4thOrderRungeKutta
0.359,3.0000000000000005E-10,3788.4600741387903,4thOrderRungeKutta
0.249,3.0000000000000005E-10,11991.302989718679,4thOrderRungeKutta
0.269,3.1000000000000007E-10,9415.24096204153,4thOrderRungeKutta
0.319,3.200000000000001E-10,5432.0538099747055,4thOrderRungeKutta
0.36,3.0000000000000005E-10,3755.111648078306,4thOrderRungeKutta
0.25,3.0000000000000005E-10,11853.319207642477,4thOrderRungeKutta
0.299,3.0000000000000005E-10,6858.37514671879,4thOrderRungeKutta
0.27,3.1000000000000007E-10,9310.023049874013,4thOrderRungeKutta
0.32,3.200000000000001E-10,5377.224901990646,4thOrderRungeKutta
0.23900000000000002,3.1000000000000007E-10,13286.106182061481,4thOrderRungeKutta
0.3,3.0000000000000005E-10,6785.377365602705,4thOrderRungeKutta
0.24000000000000002,3.1000000000000007E-10,13131.631885227252,4thOrderRungeKutta
0.309,3.0000000000000005E-10,6168.597943760678,4thOrderRungeKutta
0.31,3.0000000000000005E-10,6104.336520652721,4thOrderRungeKutta
0.259,3.300000000000001E-10,10264.329263012436,4thOrderRungeKutta
0.219,3.200000000000001E-10,16595.69378405309,4thOrderRungeKutta
0.20900000000000002,3.200000000000001E-10,18717.509421323648,4thOrderRungeKutta
0.22,3.200000000000001E-10,16398.49701457496,4thOrderRungeKutta
0.28900000000000003,3.1000000000000007E-10,7544.98053929735,4thOrderRungeKutta
0.26,3.300000000000001E-10,10148.496009889914,4thOrderRungeKutta
0.21000000000000002,3.200000000000001E-10,18492.46944316086,4thOrderRungeKutta
0.279,3.0000000000000005E-10,8531.14371067894,4thOrderRungeKutta
0.29000000000000004,3.1000000000000007E-10,7463.3504583722515,4thOrderRungeKutta
0.339,3.1000000000000007E-10,4509.030120547175,4thOrderRungeKutta
0.28,3.0000000000000005E-10,8437.03601866669,4thOrderRungeKutta
0.23700000000000002,1.8999999999999996E-10,16140.932690897154,4thOrderRungeKutta
0.329,3.1000000000000007E-10,4970.626151365667,4thOrderRungeKutta
0.34,3.1000000000000007E-10,4466.1126354212965,4thOrderRungeKutta
0.23800000000000002,1.8999999999999996E-10,15947.981150128458,4thOrderRungeKutta
0.33,3.1000000000000007E-10,4921.708100247713,4thOrderRungeKutta
0.319,3.300000000000001E-10,5368.8130201294325,4thOrderRungeKutta
0.34900000000000003,3.1000000000000007E-10,4104.391840846289,4thOrderRungeKutta
0.269,3.200000000000001E-10,9291.472492674715,4thOrderRungeKutta
0.32,3.300000000000001E-10,5314.815231660938,4thOrderRungeKutta
0.27,3.200000000000001E-10,9187.87008849593,4thOrderRungeKutta
0.35000000000000003,3.1000000000000007E-10,4066.813368960262,4thOrderRungeKutta
0.23900000000000002,3.200000000000001E-10,13101.845639751575,4thOrderRungeKutta
0.359,3.1000000000000007E-10,3750.46547563903,4thOrderRungeKutta
0.249,3.1000000000000007E-10,11827.42259931289,4thOrderRungeKutta
0.299,3.1000000000000007E-10,6773.497413239555,4thOrderRungeKutta
0.24000000000000002,3.200000000000001E-10,12949.827172200408,4thOrderRungeKutta
0.36,3.1000000000000007E-10,3717.6444837130684,4thOrderRungeKutta
0.309,3.1000000000000007E-10,6094.153840893469,4thOrderRungeKutta
0.25,3.1000000000000007E-10,11691.607928091948,4thOrderRungeKutta
0.3,3.1000000000000007E-10,6701.604279920966,4thOrderRungeKutta
0.31,3.1000000000000007E-10,6030.864389575541,4thOrderRungeKutta
0.20900000000000002,3.300000000000001E-10,18444.823539813708,4thOrderRungeKutta
0.28900000000000003,3.200000000000001E-10,7449.743185878658,4thOrderRungeKutta
